,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
10,False,/fHDvGGPFry65ou79WLi6JsjCZrM.jpg,[35],632856,en,Spirited,"Each Christmas Eve, the Ghost of Christmas Present selects one dark soul to be reformed by a visit from three spirits. But this season, he picked the wrong Scrooge. Clint Briggs turns the tables on his ghostly host until Present finds himself reexamining his own past, present and future.",177.102,/h3zAzTMs5EP3cKusOxFNGSFE1WI.jpg,2022-11-10,Spirited,False,7.1,262
11,False,/6tAYyCxF0T5oUIH95zMBC3X3W5T.jpg,"[10751, 14, 12, 18]",668461,en,Slumberland,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",372.417,/eCgBLNAFC4XDZ4DiyQ80PIJdSHU.jpg,2022-11-09,Slumberland,False,7.8,422
12,False,/vSvogVWimBiaKx9dVCzirh3u9qS.jpg,"[16, 14, 18]",555604,en,Guillermo del Toro's Pinocchio,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",3298.712,/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,2022-11-09,Guillermo del Toro's Pinocchio,False,8.5,814
13,False,/xDMIl84Qo5Tsu62c9DGWhmPI67A.jpg,"[28, 12, 878]",505642,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",1448.147,/ps2oKfhY6DL3alynlSqY97gHSsg.jpg,2022-11-09,Black Panther: Wakanda Forever,False,7.5,1402
14,False,/gc3sQsA0V8dZZ3Kv89F4Ac3qjzi.jpg,"[9648, 53, 18]",823766,en,The Wonder,"Haunted by her past, a nurse travels from England to a remote Irish village in 1862 to investigate a young girl's supposedly miraculous fast.",106.462,/4dX1LPGuZG0FSoP9y9SyDKLYicy.jpg,2022-11-02,The Wonder,False,6.7,356
15,False,/s5MLcxbdFqvIzTLNLU5yQFFYALR.jpg,"[18, 10749]",744114,en,My Policeman,"In the late 1990s, the arrival of elderly invalid Patrick into Marion and Tom’s home triggers the exploration of seismic events from 40 years previous: the passionate relationship between Tom and Patrick at a time when homosexuality was illegal.",42.466,/wdbiMjXd4CxPfCx4r4Jfy8cGec0.jpg,2022-10-21,My Policeman,False,8.0,354
16,False,/tSxbUnrnWlR5dQvUgqMI7sACmFD.jpg,"[14, 28, 18]",779782,en,The School for Good and Evil,Best friends Sophie and Agatha navigate an enchanted school for young heroes and villains — and find themselves on opposing sides of the battle between good and evil.,229.841,/6oZeEu1GDILdwezmZ5e2xWISf1C.jpg,2022-10-19,The School for Good and Evil,False,7.2,730
17,False,/x2U0R60Z7hmJxZixzsGZfjFJbve.jpg,"[18, 80, 9648]",541134,en,The Good Nurse,"Suspicious that her colleague is responsible for a series of mysterious patient deaths, a nurse risks her own life to uncover the truth.",72.731,/rSq6cq0LCcbro10jbEaPTEb3WmW.jpg,2022-10-19,The Good Nurse,False,7.0,638
18,False,/bQXAqRx2Fgc46uCVWgoPz5L5Dtr.jpg,"[28, 14, 878]",436270,en,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",3874.056,/pFlaoHTZeyNkG83vxsAJiGzfSsa.jpg,2022-10-19,Black Adam,False,7.2,3095
19,False,/jVsbzy5gj3McD8V6dDr7EMrLSqT.jpg,[99],1040330,en,Black Adam: Saviour or Destroyer?,"Ahead of the release of upcoming fantasy film ‘Black Adam’, sit down with Dwayne Johnson as he discusses his starring role as the eponymous superhero.",170.734,/sTuXDWacwdcMS7NNLaynkfVBZkr.jpg,2022-10-15,Black Adam: Saviour or Destroyer?,False,7.1,284
20,False,/cuAUhb0aYQ9PsdU7EN3L2p1d3Ox.jpg,"[12, 35, 27, 10751]",864959,en,The Curse of Bridge Hollow,A Halloween-hating dad reluctantly teams up with his teenage daughter when an evil spirit wreaks havoc by making their town's decorations come to life.,50.784,/t6P9l6tcVnWLS1ADUAfkUCGQhm0.jpg,2022-10-14,The Curse of Bridge Hollow,False,6.8,307
21,False,/aTovumsNlDjof7YVoU5nW2RHaYn.jpg,"[27, 53]",616820,en,Halloween Ends,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",142.99,/yoAKHpveZ4Z1wwwXoD31dXj3H8s.jpg,2022-10-12,Halloween Ends,False,6.5,1030
22,False,/y59qFOlmRKfRKIWzxuzUf0mDc4G.jpg,[27],1024530,en,Grimcutty,A suburban teen girl and her little brother must stop a terrifying internet meme brought to life by the hysteria of their parents.,136.394,/qvg75YJMfbHeDNirUrrgBMQImRn.jpg,2022-10-10,Grimcutty,False,5.5,227
23,False,/tlin6STxxVoln0f818sEQYH7PyC.jpg,"[27, 53]",663712,en,Terrifier 2,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",612.425,/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg,2022-10-06,Terrifier 2,False,7.0,766
24,False,/sbS8e0XBqSeNhJi3Ej1phqVnGCy.jpg,"[18, 53, 27]",723419,en,Mr. Harrigan's Phone,"Craig, a young boy living in a small town befriends an older, reclusive billionaire, Mr. Harrigan. The two form a bond over books and an iPhone, but when the man passes away the boy discovers that not everything dead is gone.",59.91,/gPn9e8eP7TeKQU4IeWAMzOajR40.jpg,2022-10-05,Mr. Harrigan's Phone,False,6.6,484
25,False,/iHc14vucwUMl6WuvQa4iPfoEdy9.jpg,"[18, 53, 9648]",799546,en,Luckiest Girl Alive,A successful woman in New York City finds her life upended when she is forced to confront a dark truth that threatens to unravel her meticulously crafted life.,54.837,/e0vrbTmTf2ZcW5CIS9qJ8FDbsU9.jpg,2022-09-30,Luckiest Girl Alive,False,6.6,516
26,False,/mezKuuKtAKPENnAVlT3TghkMACv.jpg,"[35, 10749]",614939,en,Bros,Two men with commitment problems attempt a relationship.,30.422,/op02Hv5i4Z049nGJYmk6BScRqHO.jpg,2022-09-30,Bros,False,7.4,238
27,False,/z8KsgBFtduX5bS1yVkjoGo4L7KJ.jpg,"[18, 35, 10752]",597922,en,The Greatest Beer Run Ever,"Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story.",52.113,/ggf37TpcKaxwguhvtNn6MQpyqBn.jpg,2022-09-30,The Greatest Beer Run Ever,False,7.8,387
28,False,/3r3tZgKTw1554hcFoUfydLHE38w.jpg,"[27, 9648]",338947,en,Hellraiser,"A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension.",376.475,/f9ZAIUxTTk23vo1BC9Ur1Rx5c2E.jpg,2022-09-28,Hellraiser,False,6.5,369
29,False,/79PcXPpbDWql74h8Y00mNwbYMbS.jpg,"[80, 35, 36, 53, 9648]",664469,en,Amsterdam,"In the 1930s, three friends—a doctor, a nurse, and an attorney—witness a murder, become suspects themselves and uncover one of the most outrageous plots in North American history.",82.321,/6sJcVzGCwrDCBMV0DU6eRzA2UxM.jpg,2022-09-27,Amsterdam,False,6.1,498
30,False,/ml8YBTJq7UkALfI022FWscCQuQW.jpg,"[14, 35, 10751]",642885,en,Hocus Pocus 2,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",235.504,/7ze7YNmUaX81ufctGqt0AgHxRtL.jpg,2022-09-27,Hocus Pocus 2,False,7.5,1205
31,False,/pfAZP7JvTTxqgq7n6A1OYgkAdEW.jpg,"[28, 14, 27, 10770]",894205,en,Werewolf by Night,"On a dark and somber night, a secret cabal of monster hunters emerge from the shadows and gather at the foreboding Bloodstone Temple following the death of their leader. In a strange and macabre memorial to the leader’s life, the attendees are thrust into a mysterious and deadly competition for a powerful relic—a hunt that will ultimately bring them face to face with a dangerous monster.",80.93,/jmv7EbqBuEk4V1U7OoSBaxkwawO.jpg,2022-09-25,Werewolf by Night,False,7.1,718
32,False,/kMZIMqEXO5MFd5Y1Ha2jZZF4pvF.jpg,"[27, 9648, 53]",882598,en,Smile,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",696.889,/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg,2022-09-23,Smile,False,6.8,1205
33,False,/vNPY4oCSUp7CxbHkKJNRx1fmCl0.jpg,"[35, 18]",497828,en,Triangle of Sadness,"A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged captain. What first appeared Instagrammable ends catastrophically, leaving the survivors stranded on a desert island and fighting for survival.",65.603,/fgy78BLl0gk8OzTWHZyGrSlIEON.jpg,2022-09-23,Triangle of Sadness,False,7.6,425
34,False,/rgZ3hdzgMgYgzvBfwNEVW01bpK1.jpg,"[28, 53, 18]",429473,en,Lou,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,177.503,/djM2s4wSaATn4jVB33cV05PEbV7.jpg,2022-09-23,Lou,False,6.7,401
35,False,/3ibGaDmgTdXY448ENZmtHEmhP6o.jpg,"[53, 9648, 878]",619730,en,Don't Worry Darling,"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.",126.092,/60hrKYVq6Y1QRJeHNbYo3tHDcUd.jpg,2022-09-21,Don't Worry Darling,False,6.9,1157
36,False,/rjhBDUPWWRlbiEcpEyqYBMkQSps.jpg,"[27, 18]",949423,en,Pearl,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",67.994,/ulBLIBqvdnf4H6JBt0OpMCU1ECn.jpg,2022-09-16,Pearl,False,7.3,326
37,False,/aCaqCvYn48b3lfGKGnUdVAE1yeB.jpg,"[27, 18, 53]",814800,en,Goodnight Mommy,"When twin brothers arrive home to find their mother’s demeanor altered and face covered in surgical bandages, they begin to suspect the woman beneath the gauze might not be their mother.",27.131,/oHhD5jD4S5ElPNNFCDKXJAzMZ5h.jpg,2022-09-16,Goodnight Mommy,False,6.3,241
38,False,/sB4Qee1z6Mkood7WNdUJSJJF0s0.jpg,[18],301502,en,Blonde,"From her volatile childhood as Norma Jeane, through her rise to stardom and romantic entanglements, this reimagined fictional portrait of Hollywood legend Marilyn Monroe blurs the lines of fact and fiction to explore the widening split between her public and private selves.",60.128,/jOgbnL5FB30pprEjZaY1E1iPtPM.jpg,2022-09-16,Blonde,False,6.3,807
39,False,/7zQJYV02yehWrQN6NjKsBorqUUS.jpg,"[28, 18, 36]",724495,en,The Woman King,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",1982.618,/438QXt1E3WJWb3PqNniK0tAE5c1.jpg,2022-09-15,The Woman King,False,7.8,800
40,False,/tIX6j3NzadlwGcJ52nuWdmtOQkg.jpg,"[27, 53, 9648]",717728,en,Jeepers Creepers: Reborn,"Forced to travel with her boyfriend to a horror festival, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she becomes the center of it while something unearthly has been summoned.",432.29,/qVVegwPsW6n9unBtLWq1rzOutka.jpg,2022-09-15,Jeepers Creepers: Reborn,False,5.8,535
41,False,/sGIB8N8BVVg7HhVr8fiRskJ4G2e.jpg,[35],762968,en,Do Revenge,A dethroned queen bee at a posh private high school strikes a secret deal with an unassuming new student to enact revenge on one another’s enemies.,56.757,/akIjKJDHcVN4bzifcEarKVPNpoa.jpg,2022-09-14,Do Revenge,False,6.4,502
42,False,/5luJmy21N3bYCkjzRHsoZfvLtPP.jpg,"[53, 18, 80]",773975,en,End of the Road,Recently widowed mom Brenda fights to protect her family during a harrowing road trip when a murder and a missing bag of cash plunge them into danger.,86.089,/2mxnDbKCoR1M9e5szzc6Ku3Nfmv.jpg,2022-09-09,End of the Road,False,6.3,222
43,False,/cn9GQzCaeYylEV2hymVR8bskRMJ.jpg,"[35, 9648, 53]",766475,en,See How They Run,"In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered. When world-weary Inspector Stoppard and eager rookie Constable Stalker take on the case, the two find themselves thrown into a puzzling whodunit within the glamorously sordid theater underground, investigating the mysterious homicide at their own peril.",44.744,/r3rpSAi2yukZwr9H2km0WKGODWo.jpg,2022-09-09,See How They Run,False,6.6,458
44,False,/PSBUyz5jXYqKr2OvLhQWmTbmSx.jpg,[99],1015606,en,Obi-Wan Kenobi: A Jedi's Return,"A new documentary that showcases the making of the epic limited series. Features never-before-seen, behind-the-scenes footage, interviews and visits to the creature shop and props department.",49.707,/wn6LkWQst96dPGEkn8Cl2TnNnLp.jpg,2022-09-08,Obi-Wan Kenobi: A Jedi's Return,False,6.6,668
45,False,/bUjPcNS8GweBh5Nxp8oq9Dy712Z.jpg,"[27, 53]",913290,en,Barbarian,"In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway.",109.798,/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg,2022-09-08,Barbarian,False,6.9,916
46,False,/n4elrbXCYyhBGHuw3YrUHbwmQBo.jpg,"[10749, 35]",800939,en,Ticket to Paradise,A divorced couple teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.,63.883,/1tzERH50P5c2mFWtLbgixzLZS1L.jpg,2022-09-08,Ticket to Paradise,False,7.0,414
47,False,/AokFVAl1JVooW1uz2V2vxNUxfit.jpg,"[36, 28, 18]",551271,en,Medieval,The story of 14th century Czech icon and warlord Jan Zizka who defeated armies of the Teutonic Order and the Holy Roman Empire.,1052.768,/eeUNWsdoiOijOZAMaWFDA5Pb1n8.jpg,2022-09-08,Medieval,False,7.2,231
48,False,/nnUQqlVZeEGuCRx8SaoCU4XVHJN.jpg,"[14, 12, 10751]",532639,en,Pinocchio,A wooden puppet embarks on a thrilling adventure to become a real boy.,364.404,/g8sclIV4gj1TZqUpnL82hKOTK3B.jpg,2022-09-07,Pinocchio,False,6.6,1168
49,False,/orV7mt3Gu4h2WEE2ki2CfeIkMuK.jpg,"[10749, 35]",934756,en,Love in the Villa,"A young woman takes a trip to romantic Verona, Italy, after a breakup, only to find that the villa she reserved was double-booked, and she'll have to share her vacation with a cynical British man.",21.127,/t92CXfEP5aWBATeOomcF0wF9NsM.jpg,2022-09-01,Love in the Villa,False,6.0,219
50,False,/5FFpcmPzD5mhLom7bymZq7Py8eT.jpg,[35],862551,en,Me Time,"With his family away, a devoted stay-at-home dad enjoys his first me time in years by joining his hard-partying old friend on a wild birthday adventure.",67.913,/bkjPoisqAavXUvtoirxTEcLLQyI.jpg,2022-08-26,Me Time,False,6.0,563
51,False,/hYZ4a0JvPETdfgJJ9ZzyFufq8KQ.jpg,"[28, 18, 878]",629176,en,Samaritan,"Thirteen year old Sam Cleary  suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 20 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.",217.712,/vwq5iboxYoaSpOmEQrhq9tHicq7.jpg,2022-08-25,Samaritan,False,6.9,1452
52,False,/yo0qfH2dQGGMxkfivdkz5zxVatD.jpg,"[27, 53]",830788,en,The Invitation,"After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",269.146,/jcTq6gIskCsHlKDvCKKouEfiU66.jpg,2022-08-24,The Invitation,False,6.5,356
53,False,/rwgmDkIEv8VjAsWx25ottJrFvpO.jpg,"[10749, 18]",744276,en,After Ever Happy,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",241.586,/6b7swg6DLqXCO3XUsMnv6RwDMW2.jpg,2022-08-24,After Ever Happy,False,7.0,645
54,False,/9VIURlZvfnmFACs2m0MdUDDC3In.jpg,"[14, 18, 10749]",556694,en,Three Thousand Years of Longing,"A solitary scholar discovers an ancient bottle while on a trip to Istanbul and unleashes a djinn who offers her three wishes. Filled with reluctance, she is unable to come up with one, so the djinn tries to inspire her with his stories.",136.169,/8q6BrcwGEBGbtwtbCUVKEt2lmEy.jpg,2022-08-24,Three Thousand Years of Longing,False,7.1,520
55,False,/r26Qj2HfAv6rPXzULLpdDWrkwrT.jpg,[53],852448,en,I Came By,"A rebellious young graffiti artist, who targets the homes of the wealthy elite, discovers a shocking secret that leads him on a journey endangering himself and those closest to him.",35.785,/856bLLUvEYu3dRDXCCoRE7oxO0V.jpg,2022-08-19,I Came By,False,6.4,435
56,False,/dxihDyyA6RSAtLZog4l1MYdDqLD.jpg,"[878, 18, 12]",976720,en,Vesper,"After the collapse of Earth's ecosystem, Vesper, a 13-year-old girl struggling to survive with her paralyzed Father, meets a mysterious Woman with a secret that forces Vesper to use her wits, strength and bio-hacking abilities to fight for the possibility of a future.",152.544,/rLrfEvJhQP3SubJR9SYwHWE9tlZ.jpg,2022-08-17,Vesper,False,6.7,224
57,False,/q8NOU6y1E5m72n7Rpi4Vcrmk3Vh.jpg,"[10749, 18, 35]",805327,en,Look Both Ways,"On the eve of her college graduation, Natalie's life diverges into two parallel realities: one in which she becomes pregnant and must navigate motherhood as a young adult in her Texas hometown, the other in which she moves to LA to pursue her career. In both journeys throughout her twenties, Natalie experiences life-changing love, devastating heartbreak and rediscovers herself.",25.363,/jq8IGJgg16mJ95a5OPyS7eGJaam.jpg,2022-08-17,Look Both Ways,False,7.0,431
58,False,/c6BEspznv2528qaOGzvqtpktn1J.jpg,"[80, 18, 53]",862965,en,Emily the Criminal,"Emily, who is saddled with student debt and locked out of the job market due to a minor criminal record, gets involved in a credit card scam that pulls her into the criminal underworld of Los Angeles, ultimately leading to deadly consequences.",387.998,/iZvzMpREGiqDQ5eYbx8z70qPgst.jpg,2022-08-12,Emily the Criminal,False,6.9,283
59,False,/1DBDwevWS8OhiT3wqqlW7KGPd6m.jpg,[53],985939,en,Fall,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",681.391,/v28T5F1IygM8vXWZIycfNEm3xcL.jpg,2022-08-11,Fall,False,7.3,1903
60,False,/pz7bGOUNJXyPKJ2GcJN6nhwBnCs.jpg,"[53, 12, 27]",760741,en,Beast,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",354.987,/xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg,2022-08-11,Beast,False,7.0,873
61,False,/9bColKVEAaWfmOLiLZoUhdYfevy.jpg,"[16, 10751, 35, 878]",1010818,en,Groot's First Steps,"Following the events of “Guardians of the Galaxy Vol. 1,” Baby Groot is finally ready to try taking his first steps out of his pot—only to learn you have to walk before you can run.",102.74,/1ifiV9ZJD4tC3tRYcnLIzH0meaB.jpg,2022-08-10,Groot's First Steps,False,7.2,210
62,False,/5L6RPHHUFlsliTqKRmUxFnIkXpR.jpg,"[28, 14, 27, 35]",755566,en,Day Shift,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,125.207,/bI7lGR5HuYlENlp11brKUAaPHuO.jpg,2022-08-10,Day Shift,False,7.0,1356
63,False,/3p3amyz5nXK9AW4VARqkPaMAG5J.jpg,"[16, 12, 35, 14]",585511,en,Luck,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",286.874,/1HOYvwGFioUFL58UVvDRG6beEDm.jpg,2022-08-05,Luck,False,7.9,997
64,False,/zmpvhQQ8HcwwD1MujPZIEpT92GW.jpg,"[27, 9648, 35]",520023,en,Bodies Bodies Bodies,"In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events.",27.123,/1qJPYKg9UztvE9nRVpAccXcRQ58.jpg,2022-08-05,Bodies Bodies Bodies,False,6.5,348
65,False,/7ZO9yoEU2fAHKhmJWfAc2QIPWJg.jpg,"[53, 28, 878]",766507,en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",321.062,/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,2022-08-02,Prey,False,7.9,4794
66,False,/bHTAaLCXnMTThs57mAbptjmOLX2.jpg,"[35, 18]",838330,en,Not Okay,"An ambitious young woman, desperate for followers and fame, fakes a trip to Paris to up her social media presence. When a terrifying incident takes place in the real world and becomes part of her imaginary trip, her white lie becomes a moral quandary that offers her all the attention she’s wanted.",29.232,/x1q3FkqFHBkMeKnHiS6GYgdLvUs.jpg,2022-07-29,Not Okay,False,6.4,307
67,False,/iQlJyRecJeGGzQGT2rEcyAgz89F.jpg,"[10749, 18]",762975,en,Purple Hearts,"An aspiring musician agrees to a marriage of convenience with a soon-to-deploy Marine, but a tragedy soon turns their fake relationship all too real.",71.357,/4JyNWkryifWbWXJyxcWh3pVya6N.jpg,2022-07-29,Purple Hearts,False,8.3,1760
68,False,/5GA3vV1aWWHTSDO5eno8V5zDo8r.jpg,"[27, 53]",760161,en,Orphan: First Kill,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",294.705,/pHkKbIRoCe7zIFvqan9LFSaQAde.jpg,2022-07-27,Orphan: First Kill,False,6.8,1386
69,False,/qaTzVAW1u16WFNsepjCrilBuInc.jpg,"[16, 28, 10751, 35, 878]",539681,en,DC League of Super-Pets,"When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",232.77,/r7XifzvtezNt31ypvsmb6Oqxw49.jpg,2022-07-27,DC League of Super-Pets,False,7.5,999
